0.002;6.448461163;1031.753786;0;1650.806058;1444.4553;1444.4553;1444.4553;0;1421
0.004;1650.806058;619.0522716;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1421
0.006;1650.806058;1031.753786;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1421
0.008;1650.806058;1031.753786;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1420
0.01;1650.806058;2888.910601;0;1238.104543;1444.4553;1444.4553;1444.4553;0;1419
0.012;1650.806058;2888.910601;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1419
0.014;1444.4553;619.0522716;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1419
0.016;1444.4553;206.3507572;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1419
0.018;1444.4553;1650.806058;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1419
0.02;1444.4553;2063.507572;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1418
0.022;1650.806058;1857.156815;0;1650.806058;1444.4553;1444.4553;1444.4553;0;1418
0.024;1444.4553;1238.104543;0;1650.806058;1444.4553;1444.4553;1444.4553;0;1418
0.026;1444.4553;2888.910601;0;1650.806058;1444.4553;1444.4553;1444.4553;0;1418
0.028;1444.4553;1857.156815;0;1238.104543;1444.4553;1444.4553;1444.4553;0;1414
0.03;1650.806058;1444.4553;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1413
0.032;1650.806058;1031.753786;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1413
0.034;1650.806058;1444.4553;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1413
0.036;1444.4553;1444.4553;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1412
0.038;1444.4553;1238.104543;0;1238.104543;1444.4553;1444.4553;1444.4553;0;1411
0.04;1650.806058;1857.156815;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1410
0.042;1650.806058;2476.209086;0;1238.104543;1444.4553;1444.4553;1444.4553;0;1410
0.044;1650.806058;2682.559844;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1409
0.046;1444.4553;1031.753786;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1409
0.048;1444.4553;0;0;1650.806058;1444.4553;1444.4553;1444.4553;0;1409
0.05;1650.806058;1238.104543;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1409
0.052;1650.806058;2063.507572;0;1238.104543;1444.4553;1444.4553;1444.4553;0;1409
0.054;1650.806058;2888.910601;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1410
0.056;1444.4553;2269.858329;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1409
0.058;1444.4553;412.7015144;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1409
0.06;1444.4553;412.7015144;0;1650.806058;1444.4553;1444.4553;1444.4553;0;1407
0.062;1444.4553;1650.806058;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1406
0.064;1444.4553;1444.4553;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1406
0.066;1444.4553;1031.753786;0;1238.104543;1444.4553;1444.4553;1444.4553;0;1406
0.068;1444.4553;1444.4553;0;1238.104543;1444.4553;1444.4553;1444.4553;0;1406
0.07;1650.806058;1857.156815;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1406
0.072;1650.806058;2682.559844;0;1238.104543;1444.4553;1444.4553;1444.4553;0;1406
0.074;1444.4553;2476.209086;0;1238.104543;1444.4553;1444.4553;1444.4553;0;1406
0.076;1444.4553;619.0522716;0;1238.104543;1444.4553;1444.4553;1444.4553;0;1406
0.078;1444.4553;0;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1405
0.08;1444.4553;2476.209086;0;1238.104543;1444.4553;1444.4553;1444.4553;0;1404
0.082;1650.806058;2063.507572;0;1238.104543;1444.4553;1444.4553;1444.4553;0;1412
0.084;1650.806058;1031.753786;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1411
0.086;1650.806058;1238.104543;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1410
0.088;1444.4553;1857.156815;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1409
0.09;1444.4553;1238.104543;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1408
0.092;1650.806058;1857.156815;0;1650.806058;1444.4553;1444.4553;1444.4553;0;1408
0.094;1650.806058;3095.261358;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1407
0.096;1444.4553;2063.507572;0;1238.104543;1444.4553;1444.4553;1444.4553;0;1407
0.098;1444.4553;206.3507572;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1406
0.1;1444.4553;1444.4553;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1413
0.102;1444.4553;1857.156815;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1412
0.104;1444.4553;412.7015144;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1411
0.106;1444.4553;825.4030288;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1404
0.108;1444.4553;2063.507572;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1404
0.11;1444.4553;1444.4553;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1402
0.112;1444.4553;619.0522716;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1402
0.114;1650.806058;2682.559844;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1402
0.116;1650.806058;1857.156815;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1402
0.118;1650.806058;206.3507572;0;1857.156815;1444.4553;1444.4553;1444.4553;0;1402
0.12;1650.806058;1444.4553;0;1857.156815;1444.4553;1444.4553;1444.4553;0;1401
0.122;1650.806058;2063.507572;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1401
0.124;1444.4553;1444.4553;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1401
0.126;1444.4553;825.4030288;0;1238.104543;1444.4553;1444.4553;1444.4553;0;1401
0.128;1444.4553;1238.104543;0;1238.104543;1444.4553;1444.4553;1444.4553;0;1401
0.13;1238.104543;1238.104543;0;1238.104543;1444.4553;1444.4553;1444.4553;0;1400
0.132;1444.4553;1650.806058;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1410
0.134;1444.4553;1857.156815;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1409
0.136;1650.806058;1444.4553;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1408
0.138;1857.156815;1444.4553;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1407
0.14;1650.806058;1444.4553;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1407
0.142;1444.4553;1238.104543;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1406
0.144;1238.104543;1238.104543;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1405
0.146;1444.4553;2063.507572;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1405
0.148;1650.806058;2682.559844;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1404
0.15;1650.806058;1650.806058;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1403
0.152;1444.4553;1238.104543;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1403
0.154;1650.806058;2063.507572;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1403
0.156;1444.4553;412.7015144;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1403
0.158;1857.156815;1857.156815;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1409
0.16;1650.806058;1650.806058;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1409
0.162;1444.4553;2476.209086;0;1444.4553;1650.806058;1650.806058;1650.806058;0;1408
0.164;1238.104543;1444.4553;0;1444.4553;1650.806058;1650.806058;1650.806058;0;1407
0.166;1444.4553;619.0522716;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1406
0.168;1650.806058;1444.4553;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1405
0.17;1650.806058;1238.104543;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1405
0.172;1650.806058;1444.4553;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1405
0.174;1444.4553;1444.4553;0;1650.806058;1444.4553;1444.4553;1444.4553;0;1405
0.176;1444.4553;1857.156815;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1405
0.178;1444.4553;1857.156815;0;1444.4553;1444.4553;1444.4553;1444.4553;0;1405
0.18;1444.4553;2476.209086;0;1444.4553;1650.806058;1650.806058;1650.806058;0;1404
